l,C_l_GoE,C_l_LCDM,D_l_GoE,D_l_LCDM
525,5.938531474538677e-10,5.375969653054454e-10,2.6100224432661052e-05,2.3627729361962545e-05
526,5.898921212106509e-10,5.342032199667635e-10,2.6024901031804178e-05,2.3568014270089757e-05
527,5.859147437143618e-10,5.307911337570106e-10,2.5947713612821447e-05,2.3506519463292553e-05
528,5.819205532509127e-10,5.273602976831468e-10,2.5868629623877697e-05,2.3443214271933464e-05
529,5.779091284241087e-10,5.239103386586585e-10,2.5787617970000495e-05,2.3378069318102587e-05
530,5.738800882856308e-10,5.20440919693385e-10,2.5704649051441526e-05,2.331105655310621e-05
531,5.698330924278395e-10,5.169517400488179e-10,2.561969480069073e-05,2.3242149293766913e-05
532,5.657678410388651e-10,5.134425353583119e-10,2.553272871807585e-05,2.3171322257470423e-05
533,5.616840749194816e-10,5.099130777116857e-10,2.544372590588046e-05,2.309855159589474e-05
534,5.575815754613368e-10,5.063631757037487e-10,2.5352663100915974e-05,2.3023814927358975e-05
535,5.53460164586187e-10,5.027926744463666e-10,2.525951870548559e-05,2.294709136773182e-05
536,5.49319704645811e-10,4.992014555437022e-10,2.516427281667851e-05,2.286836155983964e-05
537,5.451600982823892e-10,4.955894370303647e-10,2.5066907253937253e-05,2.278760770131814e-05
538,5.409812882491559e-10,4.919565732722298e-10,2.4967405584841035e-05,2.2704813570851806e-05
539,5.367832571912425e-10,4.883028548297828e-10,2.4865753149052797e-05,2.261996455274916e-05
540,5.325660273866632e-10,4.846283082838834e-10,2.4761937080378536e-05,2.2533047659803336e-05
541,5.283296604474834e-10,4.809329960239153e-10,2.465594632689131e-05,2.2444051554390013e-05
542,5.240742569812778e-10,4.77217015998364e-10,2.4547771669075092e-05,2.2352966567758146e-05
543,5.197999562130523e-10,4.734805014279139e-10,2.443740573594662e-05,2.2259784717470973e-05
544,5.155069355678696e-10,4.697236204812264e-10,2.432484301911638e-05,2.216449972295773e-05
545,5.111954102145083e-10,4.659465759136406e-10,2.4210079884754136e-05,2.2067107019140332e-05
546,5.068656325705298e-10,4.6214960466908355e-10,2.4093114583426495e-05,2.196760376810143e-05
547,5.025178917692092e-10,4.583329774455504e-10,2.397394725777832e-05,2.186598886876369e-05
548,4.981525130888731e-10,4.5449699822459734e-10,2.3852579948034e-05,2.176226296455438e-05
549,4.937698573452104e-10,4.506420037653166e-10,2.37290165952963e-05,2.1656428449030968e-05
550,4.893703202472481e-10,4.467683630633758e-10,2.3603263042626947e-05,2.1548489469449006e-05
551,4.84954331717698e-10,4.4287647677572024e-10,2.347532703389444e-05,2.1438451928255188e-05
552,4.805223551784834e-10,4.389667766116379e-10,2.334521821038035e-05,2.13263234824935e-05
553,4.760748868022947e-10,4.3503972469091786e-10,2.321294810513789e-05,2.121211354111501e-05
554,4.716124547311011e-10,4.3109581286991744e-10,2.3078530135101597e-05,2.1095833260186386e-05
555,4.671356182625966e-10,4.2713556203639057e-10,2.2941979590950175e-05,2.0977495535995043e-05
556,4.626449670056234e-10,4.2315952137400634e-10,2.280331362472903e-05,2.0857114996053563e-05
557,4.581411200056654e-10,4.1916826759752314e-10,2.2662551235242593e-05,2.073470798800875e-05
558,4.536247248415667e-10,4.1516240415964887e-10,2.251971325123086e-05,2.0610292566465074e-05
559,4.490964566946815e-10,4.1114256043066995e-10,2.2374822312348663e-05,2.0483888477736136e-05
560,4.4455701739170325e-10,4.0710939085196897e-10,2.2227902847969542e-05,2.0355517142540803e-05
561,4.400071344224793e-10,4.0306357406460814e-10,2.2078981053840665e-05,2.022520163666496e-05
562,4.3544755993415086e-10,3.990058120141963e-10,2.1928084866618586e-05,2.0092966669613358e-05
563,4.3087906970301766e-10,3.949368290333006e-10,2.177524393632022e-05,1.995883856127971e-05
564,4.2630246208553513e-10,3.9085737090269543e-10,2.1620489596725798e-05,1.982284521666631e-05
565,4.2171855694992464e-10,3.8676820389278904e-10,2.146385483377592e-05,1.9685016098688787e-05
566,4.171281945898795e-10,3.8267011378659395e-10,2.1305374252007104e-05,1.9545382199104257e-05
567,4.125322346218962e-10,3.785639048856373e-10,2.114508403907433e-05,1.940397600760498e-05
568,4.0793155486778175e-10,3.744503990002404e-10,2.0983021928412444e-05,1.9260831479122684e-05
569,4.033270502239123e-10,3.7033043442561987e-10,2.081922716009156e-05,1.9115983999392228e-05
570,3.9871963151883425e-10,3.662048649052777e-10,2.0653740439924584e-05,1.8969470348825742e-05
571,3.9411022436082003e-10,3.62074558583172e-10,2.0486603896888225e-05,1.8821328664751876e-05
572,3.894997679770074e-10,3.579403969461846e-10,2.031786103892212e-05,1.8671598402077897e-05
573,3.8488921404574456e-10,3.538032737583861e-10,2.014755670717245e-05,1.8520320292433915e-05
574,3.802795255237987e-10,3.496640939886463e-10,1.9975737028750725e-05,1.836753630186291e-05
575,3.756716754700509e-10,3.455237727331052e-10,1.980244936807887e-05,1.8213289587120813e-05
576,3.710666458673391e-10,3.41383234134055e-10,1.9627742276896212e-05,1.8057624450654857e-05
577,3.6646542644407735e-10,3.3724341029676155e-10,1.9451665443004452e-05,1.7900586294329557e-05
578,3.6186901349728623e-10,3.33105240205759e-10,1.927426963782964e-05,1.7742221571972088e-05
579,3.572784087186588e-10,3.2896966864214387e-10,1.9095606662881873e-05,1.758257774081072e-05
580,3.5269461802526795e-10,3.248376451033858e-10,1.8915729295194857e-05,1.742170321188177e-05
581,3.4811865039650806e-10,3.2071012272715424e-10,1.8734691231829293e-05,1.7259647299481724e-05
582,3.435515167188417e-10,3.1658805722065317e-10,1.8552547033525128e-05,1.7096460169743114e-05
583,3.3899422863990146e-10,3.124724057969272e-10,1.836935206758906e-05,1.693219278841343e-05
584,3.3444779743347175e-10,3.083641261195938e-10,1.8185162450104624e-05,1.6766896867918035e-05
585,3.2991323287683606e-10,3.0426417525741316e-10,1.800003498755247e-05,1.660062481378803e-05
586,3.2539154214196433e-10,3.0017350865010316e-10,1.781402711793011e-05,1.6433429670535828e-05
587,3.2088372870196e-10,2.9609307908675877e-10,1.7627196851459676e-05,1.6265365067060926e-05
588,3.163907912541586e-10,2.920238356982088e-10,1.7439602710973066e-05,1.609648516166887e-05
589,3.119137226612312e-10,2.8796672296461336e-10,1.725130367206379e-05,1.5926844586787e-05
590,3.074535089116041e-10,2.839226797395624e-10,1.7062359103094822e-05,1.575649839346022e-05
591,3.030111281004536e-10,2.79892638291896e-10,1.687282870515087e-05,1.558550199570985e-05
592,2.985875494325032e-10,2.758775233664321e-10,1.6682772452023888e-05,1.5413911114838628e-05
593,2.9418373224778745e-10,2.71878251264737e-10,1.649225053031901e-05,1.5241781723764187e-05
594,2.898006250715075e-10,2.6789572894703385e-10,1.630132327976801e-05,1.5069169991462734e-05
595,2.854391646890431e-10,2.6393085315629307e-10,1.6110051133835725e-05,1.4896132227603822e-05
596,2.811002752471414e-10,2.5998450956550513e-10,1.591849456070437e-05,1.4722724827456298e-05
597,2.767848673822378e-10,2.560575719490829e-10,1.5726714004718575e-05,1.4549004217144203e-05
598,2.724938373768151e-10,2.5215090137928746e-10,1.5534769828372992e-05,1.4375026799330076e-05
599,2.682280663446484e-10,2.482653454485257e-10,1.5342722254922553e-05,1.4200848899402017e-05
600,2.639884194457219e-10,2.4440173751830606e-10,1.5150631311693459e-05,1.4026526712238855e-05
601,2.597757451315455e-10,2.4056089599558905e-10,1.4958556774171086e-05,1.3852116249626388e-05
602,2.555908744215433e-10,2.367436236372146e-10,1.4766558110939202e-05,1.3677673288395727e-05
603,2.5143462021111767e-10,2.3295070688302734e-10,1.457469442954218e-05,1.3503253319352746e-05
604,2.473077766119385e-10,2.2918291521827013e-10,1.4383024423339925e-05,1.33289114970657e-05
605,2.43211118324941e-10,2.2544100056575394e-10,1.4191606319422612e-05,1.315470259057568e-05
606,2.3914540004645604e-10,2.2172569670825785e-10,1.4000497827649728e-05,1.298068093509244e-05
607,2.3511135590783694e-10,2.180377187415566e-10,1.3809756090875487e-05,1.2806900384735696e-05
608,2.3110969894887947e-10,2.143777625584107e-10,1.3619437636419472e-05,1.2633414266379373e-05
609,2.271411206252793e-10,2.1074650436380419e-10,1.3429598328839045e-05,1.2460275334653905e-05
610,2.2320629035030157e-10,2.0714460022164973e-10,1.3240293324056681e-05,1.2287535728158717e-05
611,2.1930585507078302e-10,2.035726856331323e-10,1.3051577024892632e-05,1.211524692693465e-05
612,2.1544043887752475e-10,2.0003137514679988e-10,1.286350303805015e-05,1.1943459711242918e-05
613,2.1161064265007732e-10,1.9652126200045885e-10,1.2676124132597532e-05,1.1772224121694612e-05
614,2.0781704373585712e-10,1.930429177948739e-10,1.2489492199987738e-05,1.1601589420771613e-05
615,2.0406019566348377e-10,1.8959689219922047e-10,1.2303658215653615e-05,1.1431604055777011e-05
616,2.0034062789016492e-10,1.8618371268818456e-10,1.2118672202213056e-05,1.1262315623250029e-05
617,1.9665884558290443e-10,1.8280388431054968e-10,1.1934583194315404e-05,1.10937708348773e-05
618,1.9301532943325764e-10,1.7945788948906667e-10,1.17514392051571e-05,1.0926015484929638e-05
619,1.8941053550530282e-10,1.7614618785134613e-10,1.156928719469127e-05,1.0759094419250023e-05
620,1.8584489511644913e-10,1.7286921609146785e-10,1.1388173039552547e-05,1.0593051505815567e-05
621,1.8231881475065425e-10,1.696273878619577e-10,1.1208141504715355e-05,1.0427929606893384e-05
622,1.788326760035766e-10,1.664210936957314e-10,1.1029236216900465e-05,1.0263770552806786e-05
623,1.7538683555913921e-10,1.6325070095756568e-10,1.08514996397412e-05,1.0100615117325495e-05
624,1.7198162519694802e-10,1.6011655382461556e-10,1.0674973050718056e-05,9.938502994690565e-06
625,1.6861735182995537e-10,1.5701897329545365e-10,1.0499696519866534e-05,9.777472778281429e-06
626,1.6529429757172622e-10,1.539582572270703e-10,1.0325708890260386e-05,9.617561940929776e-06
627,1.620127198326276e-10,1.5093468039923818e-10,1.0153047760269212e-05,9.458806816881894e-06
628,1.5877285144422402e-10,1.4794849460560882e-10,9.981749467586289e-06,9.30124258540834e-06
629,1.555749008111288e-10,1.4499992877087544e-10,9.81184907501948e-06,9.144903256056796e-06
630,1.5241905208953217e-10,1.420891890933081e-10,9.643380358035316e-06,8.98982165554143e-06
631,1.4930546539159716e-10,1.392164592119365e-10,9.476375794043406e-06,8.836029416259227e-06
632,1.4623427701488545e-10,1.3638190039762813e-10,9.310866553405459e-06,8.683556966421025e-06
633,1.4320559969595426e-10,1.335856517672876e-10,9.146882492150745e-06,8.532433521782662e-06
634,1.4021952288724192e-10,1.3082783052037891e-10,8.984452146377104e-06,8.382687078958998e-06
635,1.3727611305633642e-10,1.2810853219694965e-10,8.823602728313967e-06,8.234344410301078e-06
636,1.3437541400671007e-10,1.2542783095632202e-10,8.664360124021799e-06,8.087431060314622e-06
637,1.3151744721898026e-10,1.2278577987559518e-10,8.506748892699687e-06,7.94197134359559e-06
638,1.287022122117476e-10,1.2018241126709007e-10,8.35079226757079e-06,7.797988344256453e-06
639,1.2592968692105058e-10,1.1761773701385689e-10,8.19651215831328e-06,7.655503916814862e-06
640,1.2319982809746207e-10,1.1509174892235104e-10,8.043929155002122e-06,7.514538688514249e-06
641,1.2051257171985628e-10,1.1260441909138145e-10,7.893062533525754e-06,7.375112063044396e-06
642,1.178678334248553e-10,1.1015570029642045e-10,7.743930262439118e-06,7.237242225627778e-06
643,1.1526550895097468e-10,1.0774552638836647e-10,7.596549011213616e-06,7.100946149436273e-06
644,1.127054745964772e-10,1.0537381270584464e-10,7.4509341598424726e-06,6.966239603301056e-06
645,1.1018758768995022e-10,1.0304045650013098e-10,7.30709980975885e-06,6.833137160677161e-06
646,1.0771168707262124e-10,1.0074533737178524e-10,7.165058796022578e-06,6.701652209822781e-06
647,1.0527759359143339e-10,9.848831771808192e-11,7.024822700730261e-06,6.571796965152272e-06
648,1.0288511060190715e-10,9.626924319033232e-11,6.886401867602367e-06,6.443582479720657e-06
649,1.0053402447982432e-10,9.408794316019661e-11,6.749805417700013e-06,6.317018658796416e-06
650,9.82241051407785e-11,9.194423119409327e-11,6.615041266223227e-06,6.192114274478543e-06
651,9.595510656664765e-11,8.983790553482028e-11,6.4821161403417175e-06,6.068876981312887e-06
652,9.372676733806069e-11,8.776874958951798e-11,6.3510355980087935e-06,5.947313332862484e-06
653,9.153881117193768e-11,8.573653242310824e-11,6.221804047708106e-06,5.82742879918549e-06
654,8.939094746320627e-11,8.37410092563655e-11,6.0944247690830025e-06,5.709227785174407e-06
655,8.728287182980956e-11,8.178192196778555e-11,5.96889993439766e-06,5.592713649709602e-06
656,8.521426666013922e-11,7.98589995984341e-11,5.845230630779007e-06,5.477888725579896e-06
657,8.318480166204989e-11,7.797195885897706e-11,5.7234168831885915e-06,5.36475434012303e-06
658,8.119413441262924e-11,7.612050463811003e-11,5.603457678073351e-06,5.253310836538586e-06
659,7.924191090791855e-11,7.43043305116236e-11,5.485350987644363e-06,5.143557595825951e-06
660,7.732776611180611e-11,7.252311925136457e-11,5.369093794733169e-06,5.035493059300281e-06
661,7.545132450333345e-11,7.07765433333699e-11,5.25468211817519e-06,4.929114751639374e-06
662,7.36122006216822e-11,6.906426544447501e-11,5.142111038670437e-06,4.824419304414819e-06
663,7.180999960813423e-11,6.738593898671985e-11,5.031374725072164e-06,4.721402480061178e-06
664,7.004431774432134e-11,6.574120857889903e-11,4.922466461054596e-06,4.620059196237383e-06
665,6.831474298610958e-11,6.412971055462689e-11,4.815378672111683e-06,4.520383550535143e-06
666,6.66208554924876e-11,6.255107345631199e-11,4.7101029528394195e-06,4.4223688454897305e-06
667,6.496222814885738e-11,6.100491852446056e-11,4.606630094455212e-06,4.326007613849238e-06
668,6.333842708415223e-11,5.949086018175468e-11,4.5049501125085835e-06,4.231291644059231e-06
669,6.174901218123481e-11,5.800850651137438e-11,4.405052274738488e-06,4.138212005920419e-06
670,6.019353758005629e-11,5.655745972906102e-11,4.306925129033512e-06,4.046759076378012e-06
671,5.867155217308562e-11,5.5137316648443443e-11,4.21055653145234e-06,3.956922565402275e-06
672,5.7182600092545385e-11,5.37476691391749e-11,4.115933674262878e-06,3.868691541920796e-06
673,5.572622118902045e-11,5.2388104577456024e-11,4.0230431139597725e-06,3.7820544597641616e-06
674,5.430195150103288e-11,5.1058206288543915e-11,3.93187079922117e-06,3.696999183587683e-06
675,5.290932371520347e-11,4.9757553980873466e-11,3.842402098766765e-06,3.613513014732994e-06
676,5.154786761665085e-11,4.8485724171444464e-11,3.754621829080684e-06,3.531582716994611e-06
677,5.0217110529304325e-11,4.724229060215241e-11,3.6685142819638707e-06,3.451194542257638e-06
678,4.891657774583487e-11,4.602682464676718e-11,3.584063251882121e-06,3.372334255974126e-06
679,4.764579294693548e-11,4.4838895708288255e-11,3.5012520630772275e-06,3.2949871624467625e-06
680,4.640427860970986e-11,4.3678071606432166e-11,3.4200635964102157e-06,3.2191381298900304e-06
681,4.519155640495301e-11,4.254391895503032e-11,3.340480315906953e-06,3.144771615240129e-06
682,4.4007147583133225e-11,4.1436003529139826e-11,3.2624842949778467e-06,3.0718716886862686e-06
683,4.285057334891249e-11,4.0353890621696416e-11,3.1860572422849876e-06,3.0004220578975076e-06
684,4.172135522406331e-11,3.92971453895574e-11,3.111180527231249e-06,2.930406091920307e-06
685,4.061901539866773e-11,3.826533318881005e-11,3.0378352050475982e-06,2.861806844723669e-06
686,3.954307707050442e-11,3.7258019899238903e-11,2.966002041456075e-06,2.7946070783697857e-06
687,3.849306477255686e-11,3.6274772237871705e-11,2.895661536887665e-06,2.7287892857897905e-06
688,3.7468504688592e-11,3.531515806153919e-11,2.8267939502353096e-06,2.6643357131451653e-06
689,3.6468924956786616e-11,3.437874665841036e-11,2.7593793221241974e-06,2.60122838175712e-06
690,3.5493855961393944e-11,3.346510902847961e-11,2.6933974976825112e-06,2.539449109587234e-06
691,3.454283061246705e-11,3.2573818153004836e-11,2.628828148797505e-06,2.478979532254218e-06
692,3.361538461367245e-11,3.170444925291204e-11,2.5656507958429928e-06,2.4198011235728345e-06
693,3.2711056718246346e-11,3.0856580036200145e-11,2.503844828865745e-06,2.361895215602306e-06
694,3.182938897316496e-11,3.0029790934397515e-11,2.443389528219728e-06,2.3052430181929003e-06
695,3.0969926951614814e-11,2.92236653281366e-11,2.3842640846382625e-06,2.249825638020483e-06
696,3.013221997386804e-11,2.8437789761930506e-11,2.3264476187356977e-06,2.1956240971002335e-06
697,2.931582131667952e-11,2.7671754148247514e-11,2.2699191999311886e-06,2.1426193507716836e-06
698,2.85202884113413e-11,2.6925151960997084e-11,2.2146578647887268e-06,2.090792305148692e-06
699,2.774518303053884e-11,2.6197580418550165e-11,2.1606426347684084e-06,2.0401238340287928e-06
700,2.699007146417082e-11,2.5488640656433035e-11,2.1078525333854333e-06,1.9905947952577563e-06
701,2.6254524684303205e-11,2.4797937889842765e-11,2.056266602774206e-06,1.9421860465460586e-06
702,2.5538118499440948e-11,2.412508156614508e-11,2.0058639196561386e-06,1.8948784607351228e-06
703,2.4840433698311285e-11,2.3469685507525382e-11,1.9566236107107787e-06,1.8486529405121696e-06
704,2.416105618336095e-11,2.2831368043972335e-11,1.9085248673508467e-06,1.803490432573433e-06
705,2.3499577094180637e-11,2.220975213678413e-11,1.8615469599028684e-06,1.7593719412365577e-06
706,2.2855592921075768e-11,2.1604465492793313e-11,1.815669251195862e-06,1.716278541503729e-06
707,2.2228705609012313e-11,2.101514066951595e-11,1.770871209561597e-06,1.674191391578126e-06
708,2.1618522652171043e-11,2.0441415171435278e-11,1.7271324212506524e-06,1.6330917448369359e-06
709,2.1024657179351005e-11,1.9882931537637683e-11,1.6844326022694213e-06,1.5929609612650821e-06
710,2.0446728030467375e-11,1.933933742102365e-11,1.642751609643911e-06,1.5537805183545118e-06
711,1.9884359824393873e-11,1.8810285659320806e-11,1.6020694521169643e-06,1.515532021474585e-06
712,1.9337183018402998e-11,1.8295434338130433e-11,1.5623663002861383e-06,1.4781972137197828e-06
713,1.8804833959461815e-11,1.7794446846242607e-11,1.5236224961902302e-06,1.4417579852416024e-06
714,1.8286954927642188e-11,1.73069919234574e-11,1.485818562352928e-06,1.4061963820720564e-06
715,1.7783194171907384e-11,1.683274370115222e-11,1.4489352102927014e-06,1.3714946144467684e-06
716,1.729320593853782e-11,1.6371381735837093e-11,1.412953348508537e-06,1.3376350646361637e-06
717,1.68166504924596e-11,1.5922591035940656e-11,1.3778540899515943e-06,1.3046002942937199e-06
718,1.635319413173994e-11,1.5486062082070477e-11,1.3436187589933187e-06,1.2723730513306866e-06
719,1.590250919551298e-11,1.506149084099123e-11,1.3102288979009196e-06,1.2409362763270618e-06
720,1.5464274065599387e-11,1.464857877356452e-11,1.2776662728315266e-06,1.210273108489026e-06
721,1.5038173162080806e-11,1.4247032836892288e-11,1.2459128793565852e-06,1.1803668911632732e-06
722,1.4623896933090163e-11,1.3856565480906081e-11,1.2149509475284482e-06,1.1512011769190878e-06
723,1.4221141839074786e-11,1.3476894639640954e-11,1.1847629465012384e-06,1.122759732209137e-06
724,1.3829610331788792e-11,1.3107743717432756e-11,1.155331588718406e-06,1.0950265416203173e-06
725,1.344901082826667e-11,1.2748841570273474e-11,1.12663983367948e-06,1.06798581172606e-06
726,1.3079057680027721e-11,1.2399922482557609e-11,1.0986708912987158e-06,1.0416219745517384e-06
727,1.2719471137757534e-11,1.2060726139449462e-11,1.0714082248684809e-06,1.0159196906649532e-06
728,1.2369977311707693e-11,1.1730997595097071e-11,1.0448355536402096e-06,9.908638519025e-07
729,1.2030308128052428e-11,1.1410487236916059e-11,1.0189368550359505e-06,9.664395837459994e-07
730,1.1700201281435008e-11,1.1098950746161773e-11,9.936963665034413e-07,9.426322473581349e-07
731,1.1379400183933071e-11,1.0796149055004776e-11,9.690985870277276e-07,9.194274412915225e-07
732,1.1067653910666531e-11,1.0501848300319663e-11,9.451282783122695e-07,8.968110028821822e-07
733,1.0764717142267224e-11,1.0215819774393432e-11,9.217704656424768e-07,8.747690093396137e-07
734,1.0470350104423531e-11,9.937839872754133e-12,8.990104384444826e-07,8.53287778545362e-07
735,1.0184318504708767e-11,9.667690039316483e-12,8.768337505519614e-07,8.32353869571965e-07
736,9.906393466895502e-12,9.405156709035318e-12,8.55226220193584e-07,8.119540829340098e-07
737,9.636351462953213e-12,9.150031248253217e-12,8.341739297136449e-07,7.92075460582969e-07
738,9.373974242920598e-12,8.902109892923211e-12,8.136632250382233e-07,7.727052856573467e-07
739,9.11904876283779e-12,8.66119368488196e-12,7.936807148990457e-07,7.538310819995001e-07
740,8.871367110918493e-12,8.427088406343914e-12,7.742132698270917e-07,7.354406134503884e-07
741,8.630726432135336e-12,8.1996045127808e-12,7.552480209277206e-07,7.175218829332718e-07
742,8.396928851386417e-12,7.978557064346075e-12,7.367723584489414e-07,7.000631313372556e-07
743,8.169781395404647e-12,7.763765655997806e-12,7.187739301541889e-07,6.830528362113246e-07
744,7.949095913565629e-12,7.555054346468324e-12,7.012406395107492e-07,6.66479710279341e-07
745,7.734688997743895e-12,7.352251586223321e-12,6.84160643704736e-07,6.503326997862399e-07
746,7.526381901361294e-12,7.155190144547607e-12,6.675223514932567e-07,6.346009826854408e-07
747,7.324000457765295e-12,6.963707035889085e-12,6.51314420904145e-07,6.192739666772378e-07
748,7.127374998069425e-12,6.7776434455873555e-12,6.355257567933862e-07,6.043412871077169e-07
749,6.936340268581818e-12,6.596844655107628e-12,6.201455082700566e-07,5.8979280473747e-07
750,6.7507353479424695e-12,6.421159966895504e-12,6.051630659983521e-07,5.756186033891423e-07
751,6.570403564083913e-12,6.250442628962788e-12,5.905680593859748e-07,5.618089874825809e-07
752,6.3951924111244254e-12,6.084549759309232e-12,5.763503536678626e-07,5.48354479466084e-07
753,6.2249534662975975e-12,5.923342270280178e-12,5.625000468939757e-07,5.352458171520058e-07
754,6.059542307016402e-12,5.766684792954722e-12,5.490074668295365e-07,5.224739509646783e-07
755,5.8988184281648415e-12,5.614445601654355e-12,5.358631677758496e-07,5.10030041108364e-07
756,5.742645159704944e-12,5.466496538656937e-12,5.230579273195273e-07,4.979054546626694e-07
757,5.590889584681886e-12,5.322712939196308e-12,5.10582743017654e-07,4.860917626125938e-07
758,5.4434224577050485e-12,5.182973556823038e-12,4.984288290261423e-07,4.7458073682010474e-07
759,5.300118123977979e-12,5.047160489197415e-12,4.865876126782318e-07,4.6336434694387775e-07
760,5.160854438945648e-12,4.915159104381285e-12,4.750507310198121e-07,4.52434757313566e-07
761,5.025512688622653e-12,4.7868579676910524e-12,4.638100273079511e-07,4.4178432376469853e-07
762,4.893977510661835e-12,4.662148769170081e-12,4.5285754747874857e-07,4.31405590440057e-07
763,4.7661368162182915e-12,4.540926251734559e-12,4.421855365903425e-07,4.21291286563112e-07
764,4.641881712659813e-12,4.4230881400431664e-12,4.317864352466425e-07,4.1143432318886107e-07
765,4.521106427170547e-12,4.308535070136799e-12,4.2165287600707487e-07,4.018277899371368e-07
766,4.403708231291113e-12,4.197170519891316e-12,4.1177767978738806e-07,3.924649517132417e-07
767,4.289587366434437e-12,4.088900740322446e-12,4.02153852256292e-07,3.833392454204974e-07
768,4.178646970413109e-12,3.983634687778775e-12,3.9277458023245944e-07,3.7444427666907853e-07
769,4.070793005010613e-12,3.881283957055317e-12,3.8363322808617566e-07,3.657738164852563e-07
770,3.965934184625539e-12,3.781762715457296e-12,3.7472333414968447e-07,3.573217980249779e-07
771,3.863981906014548e-12,3.684987637840361e-12,3.660386071400322e-07,3.490823132954507e-07
772,3.7648501791571135e-12,3.5908778426510125e-12,3.575729225980104e-07,3.410496098882286e-07
773,3.668455559261945e-12,3.4993548289879258e-12,3.493203193465526e-07,3.3321808772705874e-07
774,3.574717079932323e-12,3.4103424147023805e-12,3.4127499597173917e-07,3.2558229583356025e-07
775,3.483556187505023e-12,3.3237666755534923e-12,3.3343130732936073e-07,3.181369291136104e-07
776,3.3948966765749383e-12,3.23955588543155e-12,3.257837610797854e-07,3.108768251671261e-07
777,3.3086646267151695e-12,3.1576404576604434e-12,3.183270142536818e-07,3.0379696112373886e-07
778,3.224788340400076e-12,3.0779528873880437e-12,3.110558698509653e-07,2.968924505066893e-07
779,3.143198282136742e-12,3.00042769507142e-12,3.039652734751563e-07,2.9015854012710364e-07
780,3.0638270188082645e-12,2.9250013710617545e-12,2.970503100051689e-07,2.83590607010641e-07
781,2.9866091612303378e-12,2.8516123212920344e-12,2.9030620030637334e-07,2.771841553583454e-07
782,2.9114813069209297e-12,2.7802008140689123e-12,2.8372829798262913e-07,2.709348135433917e-07
783,2.8383819840810975e-12,2.71070892796846e-12,2.7731208617082255e-07,2.6483833114525923e-07
784,2.767251596783478e-12,2.6430805008340775e-12,2.710531743793031e-07,2.5889057602273763e-07
785,2.698032371363473e-12,2.577261079873333e-12,2.649472953714678e-07,2.530875314270266e-07
786,2.630668304006937e-12,2.513197872849337e-12,2.5899030209562277e-07,2.4742529315608076e-07
787,2.565105109526595e-12,2.4508397003607092e-12,2.531781646620959e-07,2.419000667511992e-07
788,2.5012901713186636e-12,2.3901369492034723e-12,2.4750696736849346e-07,2.3650816473678446e-07
789,2.4391724924896946e-12,2.3310415268067452e-12,2.419729057738415e-07,2.3124600390404874e-07
790,2.378702648142832e-12,2.2735068167333406e-12,2.36572283822265e-07,2.2611010263936035e-07
791,2.3198327388117596e-12,2.2174876352354274e-12,2.3130151101674999e-07,2.2109707829782182e-07
792,2.262516345029668e-12,2.1629401888545226e-12,2.2615709964343065e-07,2.1620364462257118e-07
793,2.2067084830199275e-12,2.109822033054382e-12,2.2113566204676002e-07,2.1142660921021567e-07
794,2.152365561494298e-12,2.0580920318745766e-12,2.1623390795582232e-07,2.0676287102271474e-07
795,2.09944533954405e-12,2.0077103185920163e-12,2.1144864186197913e-07,2.0220941794596122e-07
796,2.0479068856086044e-12,1.9586382573769603e-12,2.067767604479458e-07,1.977633243952193e-07
797,1.9977105375060115e-12,1.9108384059297196e-12,2.0221525006834137e-07,1.9342174896752593e-07
798,1.948817863508881e-12,1.864274479083587e-12,1.9776118428166458e-07,1.8918193214107582e-07
799,1.9011916244492492e-12,1.8189113133593259e-12,1.9341172143360853e-07,1.8504119402156767e-07
800,1.854795736835266e-12,1.774714832456009e-12,1.8916410229154285e-07,1.8099693213541344e-07
801,1.8095952369625026e-12,1.7316520136628265e-12,1.850156477299579e-07,1.7704661926967293e-07
802,1.7655562460022715e-12,1.6896908551761085e-12,1.8096375646659566e-07,1.7318780135851288e-07
803,1.722645936049253e-12,1.648800344305659e-12,1.7700590284895805e-07,1.69418095415953e-07
804,1.6808324971104829e-12,1.608950426554261e-12,1.7313963469082723e-07,1.6573518751460964e-07
805,1.6400851050176474e-12,1.5701119755540507e-12,1.6936257115839748e-07,1.6213683081010825e-07
806,1.6003738902445713e-12,1.5322567638434075e-12,1.6567240070557844e-07,1.5862084361080384e-07
807,1.5616699076116822e-12,1.495357434467858e-12,1.6206687905799465e-07,1.5518510749240655e-07
808,1.5239451068592217e-12,1.459387473388456e-12,1.5854382724517168e-07,1.518275654570811e-07
809,1.4871723040709766e-12,1.424321182681081e-12,1.551011296803722e-07,1.48546220136558e-07
810,1.4513251539303372e-12,1.390133654510109e-12,1.5173673228751838e-07,1.4533913203877034e-07
811,1.4163781227905127e-12,1.3568007458598831e-12,1.4844864067460848e-07,1.4220441783749903e-07
812,1.3823064625408515e-12,1.3242990540075297e-12,1.4523491835301941e-07,1.3914024870449473e-07
813,1.3490861852512938e-12,1.292605892720688e-12,1.4209368500206382e-07,1.361448486835202e-07
814,1.316694038577067e-12,1.2616992691637964e-12,1.390231147781498e-07,1.332164931057365e-07
815,1.2851074819059323e-12,1.2315578614967333e-12,1.3602143466788155e-07,1.3035350704584557e-07
